Project ID,Milestone,Schedule Category,Dates
14EAPD176,CR approval (Contractor),Actual,17/09/2014
14EAPD176,Letter of Award (Contractor),Baseline,04/12/2017
14EAPD176,Letter of Award (Contractor),Capex,04/12/2017
14EAPD176,Letter of Award (Contractor),Actual,04/12/2017
14EAPD176,Site Handing Over,Baseline,04/12/2017
14EAPD176,Site Handing Over,Capex,04/12/2017
14EAPD176,Site Handing Over,Actual,04/12/2017
14EAPD176,T&C / Energisation,Baseline,06/12/2020
14EAPD176,T&C / Energisation,Capex,06/12/2020
14EAPD176,T&C / Energisation,Actual,06/12/2020
14EAPD176,Project Completion,Baseline,06/12/2021
14EAPD176,Project Completion,Capex,06/12/2023
14EEPD037,CR approval (Contractor),Baseline,10/04/2017
14EEPD037,CR approval (Contractor),Capex,10/04/2017
14EEPD037,CR approval (Contractor),Actual,10/04/2017
14EEPD037,Completion of Technical evaluation (Contractor),Baseline,15/01/2018
14EEPD037,Completion of Technical evaluation (Contractor),Capex,15/01/2018
14EEPD037,Completion of Technical evaluation (Contractor),Actual,15/01/2018
14EEPD037,Letter of Award (Contractor),Baseline,01/07/2018
14EEPD037,Letter of Award (Contractor),Capex,01/07/2018
14EEPD037,Letter of Award (Contractor),Actual,01/07/2018
14EEPD037,Site Handing Over,Baseline,26/08/2018
14EEPD037,Site Handing Over,Capex,26/08/2018
14EEPD037,Site Handing Over,Actual,26/08/2018
14EEPD037,T&C / Energisation,Baseline,24/09/2020
14EEPD037,T&C / Energisation,Capex,24/09/2020
14EEPD037,T&C / Energisation,Actual,24/09/2020
14EEPD037,Project Completion,Baseline,24/09/2022
14EEPD037,Project Completion,Capex,15/12/2023
15WAPD103,Business Need,Baseline,12/09/2016
15WAPD103,Business Need,Capex,12/09/2016
15WAPD103,Business Need,Actual,12/09/2016
15WAPD103,Business Case Approval,Baseline,14/11/2016
15WAPD103,Business Case Approval,Capex,14/11/2016
15WAPD103,Business Case Approval,Actual,14/11/2016
15WAPD103,CR approval (Consultant),Baseline,14/12/2016
15WAPD103,CR approval (Consultant),Capex,14/12/2016
15WAPD103,CR approval (Consultant),Actual,14/12/2016
15WAPD103,Letter of Award (Consultant),Baseline,14/01/2017
15WAPD103,Letter of Award (Consultant),Capex,14/01/2017
15WAPD103,Letter of Award (Consultant),Actual,14/01/2017
15WAPD103,Detail Design Approval,Baseline,14/02/2017
15WAPD103,Detail Design Approval,Capex,14/02/2017
15WAPD103,Detail Design Approval,Actual,14/02/2017
15WAPD103,CR approval (Contractor),Baseline,14/09/2017
15WAPD103,CR approval (Contractor),Capex,14/09/2017
15WAPD103,CR approval (Contractor),Actual,14/09/2017
15WAPD103,Completion of Technical evaluation (Contractor),Baseline,15/02/2018
15WAPD103,Completion of Technical evaluation (Contractor),Capex,15/02/2018
15WAPD103,Completion of Technical evaluation (Contractor),Actual,15/02/2018
15WAPD103,Letter of Award (Contractor),Baseline,25/09/2018
15WAPD103,Letter of Award (Contractor),Capex,25/09/2018
15WAPD103,Letter of Award (Contractor),Actual,25/09/2018
15WAPD103,Site Handing Over,Baseline,03/02/2019
15WAPD103,Site Handing Over,Capex,03/02/2019
15WAPD103,Site Handing Over,Actual,03/02/2019
15WAPD103,T&C / Energisation,Baseline,03/02/2021
15WAPD103,T&C / Energisation,Capex,03/02/2021
15WAPD103,T&C / Energisation,Actual,03/02/2021
15WAPD103,Project Completion,Baseline,03/02/2022
15WAPD103,Project Completion,Capex,30/09/2023
16EAPD001,Business Need,Baseline,22/08/2016
16EAPD001,Business Need,Capex,22/08/2016
16EAPD001,Business Need,Actual,22/08/2016
16EAPD001,Business Case Approval,Baseline,22/08/2016
16EAPD001,Business Case Approval,Capex,22/08/2016
16EAPD001,Business Case Approval,Actual,22/08/2016
16EAPD001,CR approval (Contractor),Baseline,23/08/2016
16EAPD001,CR approval (Contractor),Capex,23/08/2016
16EAPD001,CR approval (Contractor),Actual,23/08/2016
16EAPD001,Completion of Technical evaluation (Contractor),Baseline,27/06/2019
16EAPD001,Completion of Technical evaluation (Contractor),Capex,27/06/2019
16EAPD001,Completion of Technical evaluation (Contractor),Actual,27/06/2019
16EAPD001,Letter of Award (Contractor),Baseline,12/09/2019
16EAPD001,Letter of Award (Contractor),Capex,12/09/2019
16EAPD001,Letter of Award (Contractor),Actual,12/09/2019
16EAPD001,Site Handing Over,Baseline,15/12/2019
16EAPD001,Site Handing Over,Capex,15/09/2019
16EAPD001,Site Handing Over,Actual,15/09/2019
16EAPD001,T&C / Energisation,Baseline,14/12/2021
16EAPD001,T&C / Energisation,Capex,14/09/2021
16EAPD001,T&C / Energisation,Actual,14/09/2021
16EAPD001,Project Completion,Baseline,14/12/2022
16EAPD001,Project Completion,Capex,14/12/2023
17EAPD001,Business Need,Baseline,16/08/2018
17EAPD001,Business Need,Capex,16/08/2018
17EAPD001,Business Need,Actual,16/08/2018
17EAPD001,Business Case Approval,Baseline,16/08/2018
17EAPD001,Business Case Approval,Capex,16/08/2018
17EAPD001,Business Case Approval,Actual,16/08/2018
17EAPD001,CR approval (Contractor),Baseline,11/12/2018
17EAPD001,CR approval (Contractor),Capex,11/12/2018
17EAPD001,CR approval (Contractor),Actual,11/12/2018
17EAPD001,Completion of Technical evaluation (Contractor),Baseline,18/07/2019
17EAPD001,Completion of Technical evaluation (Contractor),Capex,18/07/2019
17EAPD001,Completion of Technical evaluation (Contractor),Actual,18/07/2019
17EAPD001,Site Handing Over,Baseline,23/01/2020
17EAPD001,Site Handing Over,Capex,23/01/2020
17EAPD001,Site Handing Over,Actual,23/01/2020
17EAPD001,T&C / Energisation,Baseline,22/01/2022
17EAPD001,T&C / Energisation,Capex,22/01/2022
17EAPD001,T&C / Energisation,Actual,22/01/2022
17EAPD001,Project Completion,Baseline,22/01/2023
17EAPD001,Project Completion,Capex,22/12/2023
21WCSD002,Business Need,Baseline,01/01/2020
21WCSD002,Business Need,Capex,01/01/2020
21WCSD002,Business Need,Actual,01/01/2020
21WCSD002,Business Case Approval,Baseline,22/02/2020
21WCSD002,Business Case Approval,Capex,22/02/2020
21WCSD002,Business Case Approval,Actual,22/02/2020
21WCSD002,CR approval (Consultant),Baseline,22/05/2020
21WCSD002,CR approval (Consultant),Capex,17/08/2021
21WCSD002,CR approval (Consultant),Actual,17/08/2021
21WCSD002,Letter of Award (Consultant),Baseline,22/06/2020
21WCSD002,Letter of Award (Consultant),Capex,31/10/2021
21WCSD002,Letter of Award (Consultant),Actual,31/10/2021
21WCSD002,Detail Design Approval,Baseline,22/06/2020
21WCSD002,Detail Design Approval,Capex,22/06/2020
21WCSD002,Detail Design Approval,Actual,22/06/2020
21WCSD002,CR approval (Contractor),Baseline,22/11/2020
21WCSD002,CR approval (Contractor),Capex,22/11/2020
21WCSD002,CR approval (Contractor),Actual,22/11/2020
21WCSD002,Completion of Technical evaluation (Contractor),Baseline,03/05/2021
21WCSD002,Completion of Technical evaluation (Contractor),Capex,03/05/2021
21WCSD002,Completion of Technical evaluation (Contractor),Actual,03/05/2021
21WCSD002,Letter of Award (Contractor),Baseline,02/11/2021
21WCSD002,Letter of Award (Contractor),Capex,02/11/2021
21WCSD002,Letter of Award (Contractor),Actual,02/11/2021
21WCSD002,Site Handing Over,Baseline,24/01/2022
21WCSD002,Site Handing Over,Capex,24/01/2022
21WCSD002,Site Handing Over,Actual,24/01/2022
21WCSD002,T&C / Energisation,Baseline,23/01/2024
21WCSD002,T&C / Energisation,Capex,23/01/2025
21WCSD002,Project Completion,Baseline,23/01/2025
21WCSD002,Project Completion,Capex,23/01/2026
17WAPD003,Business Need,Baseline,06/03/2017
17WAPD003,Business Need,Capex,06/03/2017
17WAPD003,Business Need,Actual,06/03/2017
17WAPD003,Business Case Approval,Baseline,08/05/2017
17WAPD003,Business Case Approval,Capex,08/05/2017
17WAPD003,Business Case Approval,Actual,08/05/2017
17WAPD003,CR approval (Consultant),Baseline,14/06/2017
17WAPD003,CR approval (Consultant),Capex,14/06/2017
17WAPD003,CR approval (Consultant),Actual,14/06/2017
17WAPD003,Letter of Award (Consultant),Baseline,15/05/2018
17WAPD003,Letter of Award (Consultant),Capex,15/05/2018
17WAPD003,Letter of Award (Consultant),Actual,15/05/2018
17WAPD003,Detail Design Approval,Baseline,20/08/2020
17WAPD003,Detail Design Approval,Capex,20/08/2020
17WAPD003,Detail Design Approval,Actual,20/08/2020
17WAPD003,CR approval (Contractor),Baseline,20/09/2020
17WAPD003,CR approval (Contractor),Capex,20/09/2020
17WAPD003,CR approval (Contractor),Actual,20/09/2020
17WAPD003,Completion of Technical evaluation (Contractor),Baseline,18/02/2021
17WAPD003,Completion of Technical evaluation (Contractor),Capex,18/02/2021
17WAPD003,Completion of Technical evaluation (Contractor),Actual,18/02/2021
17WAPD003,Letter of Award (Contractor),Baseline,15/05/2021
17WAPD003,Letter of Award (Contractor),Capex,15/05/2021
17WAPD003,Site Handing Over,Baseline,15/06/2021
17WAPD003,Site Handing Over,Capex,15/06/2021
17WAPD003,T&C / Energisation,Baseline,13/11/2022
17WAPD003,T&C / Energisation,Capex,13/11/2022
17WAPD003,Project Completion,Baseline,13/11/2023
17WAPD003,Project Completion,Capex,13/11/2023
17AM01,Business Case Approval,Baseline,24/12/2017
17AM01,Business Case Approval,Capex,24/12/2017
17AM01,Business Case Approval,Actual,24/12/2017
17AM01,CR approval (Contractor),Baseline,24/12/2017
17AM01,CR approval (Contractor),Capex,24/12/2017
17AM01,CR approval (Contractor),Actual,24/12/2017
17AM01,Completion of Technical evaluation (Contractor),Baseline,27/06/2018
17AM01,Completion of Technical evaluation (Contractor),Capex,27/06/2018
17AM01,Completion of Technical evaluation (Contractor),Actual,27/06/2018
17AM01,Letter of Award (Contractor),Baseline,04/12/2018
17AM01,Letter of Award (Contractor),Capex,04/12/2018
17AM01,Letter of Award (Contractor),Actual,04/12/2018
17AM01,Site Handing Over,Baseline,20/02/2019
17AM01,Site Handing Over,Capex,20/02/2019
17AM01,Site Handing Over,Actual,20/02/2019
17AM01,T&C / Energisation,Baseline,19/02/2020
17AM01,T&C / Energisation,Capex,31/12/2020
17AM01,T&C / Energisation,Actual,31/12/2020
17AM01,Project Completion,Baseline,31/12/2022
17AM01,Project Completion,Capex,31/12/2023
19EEPDD10,CR approval (Consultant),Baseline,26/02/2018
19EEPDD10,CR approval (Consultant),Capex,26/02/2018
19EEPDD10,CR approval (Consultant),Actual,26/02/2018
19EEPDD10,Letter of Award (Consultant),Baseline,26/05/2018
19EEPDD10,Letter of Award (Consultant),Capex,05/07/2018
19EEPDD10,Letter of Award (Consultant),Actual,05/07/2018
19EEPDD10,Detail Design Approval,Baseline,26/08/2018
19EEPDD10,Detail Design Approval,Capex,29/07/2021
19EEPDD10,Detail Design Approval,Actual,29/07/2021
19EEPDD10,CR approval (Contractor),Baseline,26/10/2018
19EEPDD10,CR approval (Contractor),Capex,29/07/2021
19EEPDD10,CR approval (Contractor),Actual,29/07/2021
19EEPDD10,Completion of Technical evaluation (Contractor),Baseline,26/02/2019
19EEPDD10,Completion of Technical evaluation (Contractor),Capex,11/08/2021
19EEPDD10,Completion of Technical evaluation (Contractor),Actual,11/08/2021
19EEPDD10,Letter of Award (Contractor),Baseline,30/07/2019
19EEPDD10,Letter of Award (Contractor),Capex,16/09/2021
19EEPDD10,Letter of Award (Contractor),Actual,16/09/2021
19EEPDD10,Site Handing Over,Baseline,30/08/2019
19EEPDD10,Site Handing Over,Capex,03/10/2021
19EEPDD10,Site Handing Over,Actual,03/10/2021
19EEPDD10,T&C / Energisation,Baseline,30/01/2021
19EEPDD10,T&C / Energisation,Capex,31/03/2023
19EEPDD10,T&C / Energisation,Actual,31/03/2023
19EEPDD10,Project Completion,Baseline,30/01/2022
19EEPDD10,Project Completion,Capex,31/03/2024
17EEPD001/19EEPDD10,Business Case Approval,Baseline,06/11/2017
17EEPD001/19EEPDD10,Business Case Approval,Capex,06/11/2017
17EEPD001/19EEPDD10,Business Case Approval,Actual,06/11/2017
17EEPD001/19EEPDD10,CR approval (Consultant),Baseline,06/11/2017
17EEPD001/19EEPDD10,CR approval (Consultant),Capex,06/11/2017
17EEPD001/19EEPDD10,CR approval (Consultant),Actual,06/11/2017
17EEPD001/19EEPDD10,Letter of Award (Consultant),Baseline,09/07/2018
17EEPD001/19EEPDD10,Letter of Award (Consultant),Capex,09/07/2018
17EEPD001/19EEPDD10,Letter of Award (Consultant),Actual,09/07/2018
17EEPD001/19EEPDD10,CR approval (Contractor),Baseline,04/08/2019
17EEPD001/19EEPDD10,CR approval (Contractor),Capex,04/08/2019
17EEPD001/19EEPDD10,CR approval (Contractor),Actual,04/08/2019
17EEPD001/19EEPDD10,Completion of Technical evaluation (Contractor),Baseline,08/01/2020
17EEPD001/19EEPDD10,Completion of Technical evaluation (Contractor),Capex,08/01/2020
17EEPD001/19EEPDD10,Completion of Technical evaluation (Contractor),Actual,08/01/2020
17EEPD001/19EEPDD10,Site Handing Over,Baseline,29/10/2020
17EEPD001/19EEPDD10,Site Handing Over,Capex,29/10/2020
17EEPD001/19EEPDD10,Site Handing Over,Actual,29/10/2020
17EEPD001/19EEPDD10,T&C / Energisation,Baseline,28/04/2022
17EEPD001/19EEPDD10,T&C / Energisation,Capex,28/04/2022
17EEPD001/19EEPDD10,T&C / Energisation,Actual,28/04/2022
17EEPD001/19EEPDD10,Project Completion,Baseline,28/04/2023
17EEPD001/19EEPDD10,Project Completion,Capex,31/12/2023
17EEPD006,CR approval (Consultant),Baseline,29/03/2018
17EEPD006,CR approval (Consultant),Capex,29/03/2018
17EEPD006,CR approval (Consultant),Actual,29/03/2018
17EEPD006,Letter of Award (Consultant),Baseline,29/05/2018
17EEPD006,Letter of Award (Consultant),Capex,18/06/2018
17EEPD006,Letter of Award (Consultant),Actual,18/06/2018
17EEPD006,Detail Design Approval,Baseline,29/10/2018
17EEPD006,Detail Design Approval,Capex,18/06/2019
17EEPD006,Detail Design Approval,Actual,18/06/2019
17EEPD006,CR approval (Contractor),Baseline,29/12/2018
17EEPD006,CR approval (Contractor),Capex,07/01/2020
17EEPD006,CR approval (Contractor),Actual,07/01/2020
17EEPD006,Completion of Technical evaluation (Contractor),Baseline,29/05/2019
17EEPD006,Completion of Technical evaluation (Contractor),Capex,13/02/2020
17EEPD006,Completion of Technical evaluation (Contractor),Actual,13/02/2020
17EEPD006,Letter of Award (Contractor),Baseline,29/08/2019
17EEPD006,Letter of Award (Contractor),Capex,11/09/2020
17EEPD006,Letter of Award (Contractor),Actual,11/09/2020
17EEPD006,Site Handing Over,Baseline,29/09/2019
17EEPD006,Site Handing Over,Capex,11/10/2020
17EEPD006,Site Handing Over,Actual,11/10/2020
17EEPD006,T&C / Energisation,Baseline,10/10/2021
17EEPD006,T&C / Energisation,Capex,10/10/2021
17EEPD006,T&C / Energisation,Actual,10/10/2021
17EEPD006,Project Completion,Baseline,10/10/2022
17EEPD006,Project Completion,Capex,10/12/2023
18AM05,CR approval (Contractor),Baseline,27/12/2018
18AM05,CR approval (Contractor),Capex,27/12/2018
18AM05,CR approval (Contractor),Actual,27/12/2018
18AM05,Completion of Technical evaluation (Contractor),Baseline,28/10/2019
18AM05,Completion of Technical evaluation (Contractor),Capex,28/10/2019
18AM05,Completion of Technical evaluation (Contractor),Actual,28/10/2019
18AM05,Letter of Award (Contractor),Baseline,15/06/2020
18AM05,Letter of Award (Contractor),Capex,15/06/2020
18AM05,Letter of Award (Contractor),Actual,15/06/2020
18AM05,Site Handing Over,Baseline,01/07/2020
18AM05,Site Handing Over,Capex,01/07/2020
18AM05,Site Handing Over,Actual,01/07/2020
18AM05,T&C / Energisation,Baseline,07/01/2022
18AM05,T&C / Energisation,Capex,07/01/2022
18AM05,T&C / Energisation,Actual,07/01/2022
18AM05,Project Completion,Baseline,07/01/2024
18AM05,Project Completion,Capex,07/01/2024
15EAPD113,Letter of Award (Contractor),Baseline,15/05/2018
15EAPD113,Letter of Award (Contractor),Capex,15/05/2018
15EAPD113,Letter of Award (Contractor),Actual,15/05/2018
15EAPD113,Site Handing Over,Baseline,01/07/2018
15EAPD113,Site Handing Over,Capex,01/07/2018
15EAPD113,Site Handing Over,Actual,01/07/2018
15EAPD113,T&C / Energisation,Baseline,30/06/2020
15EAPD113,T&C / Energisation,Capex,30/06/2020
15EAPD113,T&C / Energisation,Actual,30/06/2020
15EAPD113,Project Completion,Baseline,30/06/2022
15EAPD113,Project Completion,Capex,30/12/2023
D-P-11-AM-101-MA,Letter of Award (Consultant),Baseline,31/05/2009
D-P-11-AM-101-MA,Letter of Award (Consultant),Capex,20/04/2010
D-P-11-AM-101-MA,Letter of Award (Consultant),Actual,20/04/2010
D-P-11-AM-101-MA,Letter of Award (Contractor),Baseline,01/03/2012
D-P-11-AM-101-MA,Letter of Award (Contractor),Capex,08/01/2013
D-P-11-AM-101-MA,Letter of Award (Contractor),Actual,08/01/2013
D-P-11-AM-101-MA,Site Handing Over,Baseline,01/03/2012
D-P-11-AM-101-MA,Site Handing Over,Capex,08/01/2013
D-P-11-AM-101-MA,Site Handing Over,Actual,08/01/2013
D-P-11-AM-101-MA,T&C / Energisation,Baseline,01/09/2013
D-P-11-AM-101-MA,T&C / Energisation,Capex,25/09/2016
D-P-11-AM-101-MA,T&C / Energisation,Actual,25/09/2016
D-P-11-AM-101-MA,Project Completion,Baseline,01/09/2015
D-P-11-AM-101-MA,Project Completion,Capex,30/12/2023
19EEPDS01,Letter of Award (Contractor),Baseline,30/06/2019
19EEPDS01,Letter of Award (Contractor),Capex,10/10/2019
19EEPDS01,Letter of Award (Contractor),Actual,10/10/2019
19EEPDS01,Site Handing Over,Baseline,07/07/2019
19EEPDS01,Site Handing Over,Capex,17/11/2019
19EEPDS01,Site Handing Over,Actual,17/11/2019
19EEPDS01,T&C / Energisation,Baseline,31/10/2019
19EEPDS01,T&C / Energisation,Capex,31/08/2020
19EEPDS01,T&C / Energisation,Actual,31/08/2020
19EEPDS01,Project Completion,Baseline,31/10/2020
19EEPDS01,Project Completion,Capex,30/11/2023
13PAME108,Letter of Award (Contractor),Baseline,31/03/2016
13PAME108,Letter of Award (Contractor),Capex,31/03/2016
13PAME108,Letter of Award (Contractor),Actual,31/03/2016
13PAME108,Site Handing Over,Baseline,31/03/2016
13PAME108,Site Handing Over,Capex,31/03/2016
13PAME108,Site Handing Over,Actual,31/03/2016
13PAME108,T&C / Energisation,Baseline,31/01/2018
13PAME108,T&C / Energisation,Capex,31/01/2018
13PAME108,T&C / Energisation,Actual,31/01/2018
13PAME108,Project Completion,Baseline,31/01/2020
13PAME108,Project Completion,Capex,30/12/2023
14EEPD029,Letter of Award (Contractor),Baseline,14/10/2018
14EEPD029,Letter of Award (Contractor),Capex,14/10/2018
14EEPD029,Letter of Award (Contractor),Actual,14/10/2018
14EEPD029,Site Handing Over,Baseline,14/10/2018
14EEPD029,Site Handing Over,Capex,14/10/2018
14EEPD029,Site Handing Over,Actual,14/10/2018
14EEPD029,T&C / Energisation,Baseline,13/10/2019
14EEPD029,T&C / Energisation,Capex,13/10/2019
14EEPD029,T&C / Energisation,Actual,13/10/2019
14EEPD029,Project Completion,Baseline,13/10/2020
14EEPD029,Project Completion,Capex,30/11/2023
16AM02,Letter of Award (Contractor),Baseline,03/06/2015
16AM02,Letter of Award (Contractor),Capex,03/06/2015
16AM02,Letter of Award (Contractor),Actual,03/06/2015
16AM02,Site Handing Over,Baseline,08/12/2015
16AM02,Site Handing Over,Capex,08/12/2015
16AM02,Site Handing Over,Actual,08/12/2015
16AM02,T&C / Energisation,Baseline,30/11/2018
16AM02,T&C / Energisation,Capex,30/11/2018
16AM02,T&C / Energisation,Actual,30/11/2018
16AM02,Project Completion,Baseline,30/11/2019
16AM02,Project Completion,Capex,30/11/2023
14EEPD161 (1),Letter of Award (Contractor),Baseline,23/12/2018
14EEPD161 (1),Letter of Award (Contractor),Capex,23/12/2018
14EEPD161 (1),Letter of Award (Contractor),Actual,23/12/2018
14EEPD161 (1),Site Handing Over,Baseline,04/03/2019
14EEPD161 (1),Site Handing Over,Capex,04/03/2019
14EEPD161 (1),Site Handing Over,Actual,04/03/2019
14EEPD161 (1),T&C / Energisation,Baseline,13/12/2020
14EEPD161 (1),T&C / Energisation,Capex,13/12/2020
14EEPD161 (1),T&C / Energisation,Actual,13/12/2020
14EEPD161 (1),Project Completion,Baseline,13/12/2021
14EEPD161 (1),Project Completion,Capex,30/11/2023
14EEPD049/17EEPD013,Business Case Approval,Baseline,08/08/2012
14EEPD049/17EEPD013,Business Case Approval,Capex,08/08/2012
14EEPD049/17EEPD013,Business Case Approval,Actual,08/08/2012
14EEPD049/17EEPD013,Detail Design Approval,Baseline,30/10/2012
14EEPD049/17EEPD013,Detail Design Approval,Capex,28/11/2017
14EEPD049/17EEPD013,Detail Design Approval,Actual,28/11/2017
14EEPD049/17EEPD013,CR approval (Contractor),Baseline,15/12/2012
14EEPD049/17EEPD013,CR approval (Contractor),Capex,28/01/2018
14EEPD049/17EEPD013,CR approval (Contractor),Actual,28/01/2018
14EEPD049/17EEPD013,Completion of Technical evaluation (Contractor),Baseline,15/02/2013
14EEPD049/17EEPD013,Completion of Technical evaluation (Contractor),Capex,28/02/2018
14EEPD049/17EEPD013,Completion of Technical evaluation (Contractor),Actual,28/02/2018
14EEPD049/17EEPD013,Letter of Award (Contractor),Baseline,01/03/2013
14EEPD049/17EEPD013,Letter of Award (Contractor),Capex,29/05/2018
14EEPD049/17EEPD013,Letter of Award (Contractor),Actual,29/05/2018
14EEPD049/17EEPD013,Site Handing Over,Baseline,31/03/2013
14EEPD049/17EEPD013,Site Handing Over,Capex,29/07/2018
14EEPD049/17EEPD013,Site Handing Over,Actual,29/07/2018
14EEPD049/17EEPD013,T&C / Energisation,Baseline,01/09/2014
14EEPD049/17EEPD013,T&C / Energisation,Capex,28/01/2020
14EEPD049/17EEPD013,T&C / Energisation,Actual,28/01/2020
14EEPD049/17EEPD013,Project Completion,Baseline,01/09/2015
14EEPD049/17EEPD013,Project Completion,Capex,30/11/2023
13PAME026,Letter of Award (Contractor),Baseline,11/01/2016
13PAME026,Letter of Award (Contractor),Capex,11/01/2016
13PAME026,Letter of Award (Contractor),Actual,11/01/2016
13PAME026,Site Handing Over,Baseline,07/02/2016
13PAME026,Site Handing Over,Capex,07/02/2016
13PAME026,Site Handing Over,Actual,07/02/2016
13PAME026,T&C / Energisation,Baseline,07/09/2018
13PAME026,T&C / Energisation,Capex,07/09/2018
13PAME026,T&C / Energisation,Actual,07/09/2018
13PAME026,Project Completion,Baseline,07/09/2020
13PAME026,Project Completion,Capex,31/12/2023
17EEPD012,Letter of Award (Contractor),Baseline,29/07/2018
17EEPD012,Letter of Award (Contractor),Capex,29/07/2018
17EEPD012,Letter of Award (Contractor),Actual,29/07/2018
17EEPD012,Site Handing Over,Baseline,29/07/2018
17EEPD012,Site Handing Over,Capex,29/07/2018
17EEPD012,Site Handing Over,Actual,29/07/2018
17EEPD012,T&C / Energisation,Baseline,28/01/2019
17EEPD012,T&C / Energisation,Capex,28/01/2019
17EEPD012,T&C / Energisation,Actual,28/01/2019
17EEPD012,Project Completion,Baseline,28/01/2020
17EEPD012,Project Completion,Capex,30/10/2023
15EEPD103 / 13PAME020,Letter of Award (Contractor),Baseline,18/06/2018
15EEPD103 / 13PAME020,Letter of Award (Contractor),Capex,18/06/2018
15EEPD103 / 13PAME020,Letter of Award (Contractor),Actual,18/06/2018
15EEPD103 / 13PAME020,Site Handing Over,Baseline,18/06/2018
15EEPD103 / 13PAME020,Site Handing Over,Capex,18/06/2018
15EEPD103 / 13PAME020,Site Handing Over,Actual,18/06/2018
15EEPD103 / 13PAME020,T&C / Energisation,Baseline,25/08/2020
15EEPD103 / 13PAME020,T&C / Energisation,Capex,25/08/2020
15EEPD103 / 13PAME020,T&C / Energisation,Actual,25/08/2020
15EEPD103 / 13PAME020,Project Completion,Baseline,25/08/2022
15EEPD103 / 13PAME020,Project Completion,Capex,31/12/2023
14EAPD173,Letter of Award (Contractor),Baseline,01/07/2018
14EAPD173,Letter of Award (Contractor),Capex,01/07/2018
14EAPD173,Letter of Award (Contractor),Actual,01/07/2018
14EAPD173,Site Handing Over,Baseline,01/07/2018
14EAPD173,Site Handing Over,Capex,01/07/2018
14EAPD173,Site Handing Over,Actual,01/07/2018
14EAPD173,T&C / Energisation,Baseline,30/06/2020
14EAPD173,T&C / Energisation,Capex,30/06/2020
14EAPD173,T&C / Energisation,Actual,30/06/2020
14EAPD173,Project Completion,Baseline,30/06/2021
14EAPD173,Project Completion,Capex,31/12/2023
15EEPD103,Letter of Award (Contractor),Baseline,25/09/2018
15EEPD103,Letter of Award (Contractor),Capex,25/09/2018
15EEPD103,Letter of Award (Contractor),Actual,25/09/2018
15EEPD103,Site Handing Over,Baseline,01/11/2018
15EEPD103,Site Handing Over,Capex,01/11/2018
15EEPD103,Site Handing Over,Actual,01/11/2018
15EEPD103,T&C / Energisation,Baseline,30/09/2020
15EEPD103,T&C / Energisation,Capex,30/09/2020
15EEPD103,T&C / Energisation,Actual,30/09/2020
15EEPD103,Project Completion,Baseline,30/09/2021
15EEPD103,Project Completion,Capex,31/12/2023
18WCSD001,Business Need,Baseline,16/05/2018
18WCSD001,Business Need,Capex,16/05/2018
18WCSD001,Business Need,Actual,16/05/2018
18WCSD001,Business Case Approval,Baseline,10/07/2018
18WCSD001,Business Case Approval,Capex,10/07/2018
18WCSD001,Business Case Approval,Actual,10/07/2018
18WCSD001,CR approval (Consultant),Baseline,10/09/2018
18WCSD001,CR approval (Consultant),Capex,10/09/2018
18WCSD001,CR approval (Consultant),Actual,10/09/2018
18WCSD001,Letter of Award (Consultant),Baseline,11/10/2018
18WCSD001,Letter of Award (Consultant),Capex,11/10/2018
18WCSD001,Letter of Award (Consultant),Actual,11/10/2018
18WCSD001,Detail Design Approval,Baseline,13/11/2018
18WCSD001,Detail Design Approval,Capex,13/11/2018
18WCSD001,Detail Design Approval,Actual,13/11/2018
18WCSD001,CR approval (Contractor),Baseline,13/12/2018
18WCSD001,CR approval (Contractor),Capex,13/12/2018
18WCSD001,CR approval (Contractor),Actual,13/12/2018
18WCSD001,Completion of Technical evaluation (Contractor),Baseline,15/05/2019
18WCSD001,Completion of Technical evaluation (Contractor),Capex,15/05/2019
18WCSD001,Completion of Technical evaluation (Contractor),Actual,15/05/2019
18WCSD001,Letter of Award (Contractor),Baseline,24/09/2019
18WCSD001,Letter of Award (Contractor),Capex,24/09/2019
18WCSD001,Letter of Award (Contractor),Actual,24/09/2019
18WCSD001,Site Handing Over,Baseline,24/09/2019
18WCSD001,Site Handing Over,Capex,24/09/2019
18WCSD001,Site Handing Over,Actual,24/09/2019
18WCSD001,T&C / Energisation,Baseline,24/09/2020
18WCSD001,T&C / Energisation,Capex,10/08/2020
18WCSD001,T&C / Energisation,Actual,10/08/2020
18WCSD001,Project Completion,Baseline,24/09/2021
18WCSD001,Project Completion,Capex,30/11/2023
18WCSD001,Project Completion,Actual,24/09/2020
D-P-36-0011-NA,Letter of Award (Consultant),Baseline,24/12/2005
D-P-36-0011-NA,Letter of Award (Consultant),Capex,24/12/2005
D-P-36-0011-NA,Letter of Award (Consultant),Actual,24/12/2005
D-P-36-0011-NA,Project Completion,Baseline,04/04/2015
D-P-36-0011-NA,Project Completion,Capex,13/09/2023
D-P-36-0011-NA,Project Completion,Actual,13/09/2023
D-P-08-AM37-NA,Letter of Award (Consultant),Baseline,01/03/2007
D-P-08-AM37-NA,Letter of Award (Consultant),Capex,01/03/2007
D-P-08-AM37-NA,Letter of Award (Consultant),Actual,01/03/2007
D-P-08-AM37-NA,Project Completion,Baseline,14/08/2014
D-P-08-AM37-NA,Project Completion,Capex,30/10/2023
